p_sex,p_age,p_size,p_edu,p_nuts3,p_income,p_house_income,s1,s2_1,s2_2,s2_3,s2_4,s2_5,s3_1,s3_2,s3_3,s3_4,s3_5,s3_6,s3_7,s3_8,s3_9,s3_10,s3_11,s3_12,s4_1,s4_2,s4_3,s4_4,s5,s6,s6_code1,s6_code2,s6_code3,s7_1,s7_2,s7_2_code1,s7_2_code2,s7_2_code3,s8_1,s8_2,s8_2_code1,s8_2_code2,s8_2_code3,s10,s10_O_T_H,s11_1,s11_2,s11_3,s11_4,s9_1,s9_1_code1,s9_1_code2,s9_1_code3,s9_1_code4,s9_2,s9_2_code1,s9_2_code2,s9_2_code3
Mu,40,Velkomìsto nad 100 000 obyvatel,Vyuèen,14,4,7,Ano,0,40,60,0,100,Vùbec mì nezajímá,Velmi mnì zajímá,Vùbec mì nezajímá,Vùbec mì nezajímá,Èásteènì /nìkdy mì zajímá,Vùbec mì nezajímá,Vùbec mì nezajímá,Velmi mnì zajímá,Málo mì zajímá,Regiony,Vìda,,Vùbec,Dennì /témìø dennì,Dennì /témìø dennì,Vùbec,Televizní zpravodajství,"Pøíjem hlavnì vizuálních informací, textová zpráva vìtšinou postrádá vizuální vyjádøení zprávy","Mám rád/a, je to zvyk, vyhovuje forma",,,sys_filtered_off,sys_filtered_off,-9,,,idnes.cz,pøehlednost rubrik,Pøehledné,,,Ne,sys_empty,Internetové zpravodajství ètu na stolním poèítaèi,Internetové zpravodajství ètu na mobilu,0,0,sys_filtered_off,-9,,,,jsou dostupnìjší,"Je aktuální, kdykoli dostupné",,
ena,22,Vesnice do 999 obyvatel,Maturita,10,1,5,Ano,10,60,30,0,100,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Velmi mnì zajímá,Málo mì zajímá,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,Vùbec mì nezajímá,"-9,00",,,3-4x tıdnì,1-2x tıdnì,Ménì èasto,Dennì /témìø dennì,"Internetové zpravodajské deníky, servery",na pc sem kazdy den,Trávím èas na internetu,,,ekonom,jsou zde zajimave a aktualni zpravy,Obsah (zamìøení i rozsah),Aktuálnost,,idnes.cz,aktualni zpravy,"Rychlost, aktuálnost",,,Ne,sys_empty,Internetové zpravodajství ètu na notebooku,0,0,0,nudim se,Kdy mám èas,,,,zajima me to,Kdy mì nìco zajímá,,
Mu,34,Obec s 1000 - 1999 obyvateli,VŠ,14,7,7,Ano,0,85,5,10,100,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Velmi mnì zajímá,Málo mì zajímá,Vùbec mì nezajímá,Vùbec mì nezajímá,Málo mì zajímá,Vùbec mì nezajímá,"-9,00",,,Vùbec,Dennì /témìø dennì,Ménì èasto,Dennì /témìø dennì,"Internetové zpravodajské deníky, servery","prectu si to, kdyz mam na to cas",Dostupnost,,,sys_filtered_off,sys_filtered_off,-9,,,idnes.cz,ze zvyku,"Zvyk, nastavená DS",,,Ne,sys_empty,Internetové zpravodajství ètu na notebooku,Internetové zpravodajství ètu na mobilu,0,0,sys_filtered_off,-9,,,,"si vyberu to, co me zajima",Kdy mì nìco zajímá,,
ena,33,Mìsto s 20000 - 99999 obyvateli,Maturita,2,3,8,Ano,5,5,70,20,100,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Vùbec mì nezajímá,"-9,00",,,Ménì èasto,Ménì èasto,Dennì /témìø dennì,3-4x tıdnì,Televizní zpravodajství,jsem na nì zvyklá,"Mám rád/a, je to zvyk, vyhovuje forma",,,Kolínské noviny,jsou tam informace i z mého okolí,Obsah (zamìøení i rozsah),,,idnes.cz,pùsobí na mì vìrohodnì,"Kvalita, objektivnost",,,Ne,sys_empty,Internetové zpravodajství ètu na stolním poèítaèi,0,0,0,e se mi dostanou do ruky,Kdy je dostanu/nìkdo je koupí,,,,kdy mì nìco aktuálnì zajímá - jsou hned po ruce,Kdy mì nìco zajímá,,
Mu,30,Obec s 1000 - 1999 obyvateli,Maturita,14,3,4,Ano,0,75,25,0,100,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Vùbec mì nezajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Pøekódovat do 1-8 pøíp. ádné,,,Ménì èasto,Dennì /témìø dennì,3-4x tıdnì,Vùbec,"Internetové zpravodajské deníky, servery",Jsou aktualizovány,"Aktuálnost, rychlost",,,Právo,Dá se jim vìøit.,"Pravdivé, kvalitní",,,idnes.cz,jsou aktuální,"Rychlost, aktuálnost",,,Ne,sys_empty,Internetové zpravodajství ètu na stolním poèítaèi,0,0,0,mám èas,Kdy mám èas,,,,mám èas,Kdy mám èas,,
ena,55,Velkomìsto nad 100 000 obyvatel,Maturita,14,4,5,Ano,20,60,20,0,100,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Velmi mnì zajímá,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Málo mì zajímá,Velmi mnì zajímá,Vùbec mì nezajímá,"-9,00",,,3-4x tıdnì,Dennì /témìø dennì,3-4x tıdnì,Ménì èasto,"Internetové zpravodajské deníky, servery","Vyberu si, co mì zajímá       Je po ruce",Vybírám si informace/zdroje,Dostupnost,,je mi to jedno,nemám,DIVNÉ ODPOVÌDI,,,idnes.cz,nevím,Neuvedl,,,Ne,sys_empty,Internetové zpravodajství ètu na stolním poèítaèi,0,0,0,kdy je nìkdo koupí,Kdy je dostanu/nìkdo je koupí,,,,mám èas a jsou po ruce,Kdy mám èas,,
ena,39,Velkomìsto nad 100 000 obyvatel,VŠ,1,8,10,Ano,0,70,20,10,100,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Velmi mnì zajímá,Málo mì zajímá,Vùbec mì nezajímá,Èásteènì /nìkdy mì zajímá,Vùbec mì nezajímá,"-9,00",,,Ménì èasto,Dennì /témìø dennì,1-2x tıdnì,1-2x tıdnì,"Internetové zpravodajské deníky, servery",dùleité co se dìje,Pøehled událostí,,,hospodáøské noviny,relevatní informace,Obsah (zamìøení i rozsah),,,idnes.cz,relevatní informace,Zajímavé informace,,,Ne,sys_empty,Internetové zpravodajství ètu na notebooku,Internetové zpravodajství ètu na mobilu,0,0,z nostalgie,Jiné,,,,kdy mám monost,Kdy jsem na internetu,,
Mu,19,Obec s 2000 - 4999 obyvateli,Základní,2,1,9,Ano,25,50,20,5,100,Málo mì zajímá,Málo mì zajímá,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Málo mì zajímá,Vùbec mì nezajímá,Málo mì zajímá,Vùbec mì nezajímá,"-9,00",,,3-4x tıdnì,Dennì /témìø dennì,3-4x tıdnì,1-2x tıdnì,"Internetové zpravodajské deníky, servery",je to nejjednodušší,Dostupnost,,,mf dnes,jsou nejrozsirenejsi,Dostupnost,,,idnes.cz,vzpomenu si na nì jako první,"Zvyk, nastavená DS",,,Ne,sys_empty,Internetové zpravodajství ètu na notebooku,Internetové zpravodajství ètu na tabletu,Internetové zpravodajství ètu na mobilu,0,jedu v metru,Kdy cestuji,,,,protoe mám zaplı notebook,Kdy jsem na internetu,,
Mu,22,Mìsto s 5000 - 19999 obyvateli,Maturita,2,1,2,Ano,5,75,20,0,100,Èásteènì /nìkdy mì zajímá,Velmi mnì zajímá,Málo mì zajímá,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,Vùbec mì nezajímá,Vùbec mì nezajímá,Èásteènì /nìkdy mì zajímá,Vùbec mì nezajímá,"-9,00",,,1-2x tıdnì,Dennì /témìø dennì,3-4x tıdnì,Vùbec,"Internetové zpravodajské deníky, servery","Poskytuje rychlé a aktuální zpravodajství z nìkolika zdrojù zároveò, take je moné si jednotlivé zprávy ovìøovat, zda jsou zaloeny na pravdì.","Aktuálnost, rychlost","Pravdivé, kvalitní, ovìøitelné",,E15,"Poskytuje mnoho informací o ekonomice, která mì zajímá nejvíce.",Obsah (zamìøení i rozsah),,,idnes.cz,Poskytuje relevantní zpravodajství.,Zajímavé informace,,,Ne,sys_empty,Internetové zpravodajství ètu na stolním poèítaèi,Internetové zpravodajství ètu na notebooku,0,0,pokud jsem na cestì a nemám pøístup k internetu,Kdy cestuji,Kdy nemùu na internet,,,"v ostatních pøípadech, kdy mám pøístup k internetu.",Kdy jsem na internetu,,
ena,23,Velkomìsto nad 100 000 obyvatel,Maturita,1,2,5,Ano,20,40,30,10,100,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Velmi mnì zajímá,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Velmi mnì zajímá,Vùbec mì nezajímá,"-9,00",,,Dennì /témìø dennì,Dennì /témìø dennì,3-4x tıdnì,1-2x tıdnì,Noviny - denní tisk,Mám ráda kdy si mohu noviny prolistovat a k informacím se vracet nebo je pøeskakovat.,"Mám rád/a, je to zvyk, vyhovuje forma",,,MF Dnes,zvyk,"Ze zvyku, líbí se mi",,,idnes.cz,nevím,Neuvedl,,,Ne,sys_empty,Internetové zpravodajství ètu na tabletu,Internetové zpravodajství ètu na notebooku,0,0,Kupujeme si je domù kadı den.,"Èasto, pravidelnì",,,,"Z nudy, kdy brouzdám na netu.",Kdy jsem na internetu,,
Mu,34,Vesnice do 999 obyvatel,VŠ,2,7,8,Ano,0,30,20,50,100,Velmi mnì zajímá,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Vùbec mì nezajímá,Velmi mnì zajímá,Málo mì zajímá,Vùbec mì nezajímá,Velmi mnì zajímá,Vùbec mì nezajímá,"-9,00",,,Vùbec,Dennì /témìø dennì,Dennì /témìø dennì,Dennì /témìø dennì,"Internetové zpravodajské deníky, servery","Aktuální zpravodajství, které mi v kteroukoliv denní dobu nahrazuje klasické noviny","Aktuálnost, rychlost",Dostupnost,,sys_filtered_off,sys_filtered_off,-9,,,idnes.cz,seriózní a je tam vše,"Kvalita, objektivnost",Rozsah,,"Ano, vypište prosím maximáílní pøípustnou èástku za mìsíc:",100,Internetové zpravodajství ètu na stolním poèítaèi,Internetové zpravodajství ètu na tabletu,Internetové zpravodajství ètu na mobilu,Internetové zpravodajství ètu na notebooku,sys_filtered_off,-9,,,,"tištìné noviny ètu, kdy potkám trafiku a koupím si je, internetové deníky ètu vdy veèer po práci",Kdy jsem doma/v práci,,
ena,32,Velkomìsto nad 100 000 obyvatel,Maturita,14,2,6,Ano,0,75,25,0,100,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,Velmi mnì zajímá,Vùbec mì nezajímá,"-9,00",,,Ménì èasto,Dennì /témìø dennì,Dennì /témìø dennì,1-2x tıdnì,"Internetové zpravodajské deníky, servery",Všechny zprávy a informace jsou na jednom místì. Vìtšinou i s kanálem informací tıkajících se daného tématu. Mohu si je pøeèíst kdykoliv potøebuji.,Širokı rozsah informací,Dostupnost,,Mladá fronta Dnes,pøehledné a vìrohodné informace,Obsah (zamìøení i rozsah),"Pravdivé, kvalitní",,idnes.cz,pøehledné informace,Pøehledné,,,Ne,sys_empty,Internetové zpravodajství ètu na stolním poèítaèi,Internetové zpravodajství ètu na mobilu,0,0,"na cestách, u pøíbuznıch, kteøí dané periodikum odebírají",Kdy cestuji,Kdy je dostanu/nìkdo je koupí,,,doma na PC,Kdy jsem doma/v práci,,
ena,28,Mìsto s 20000 - 99999 obyvateli,Maturita,3,3,6,Ano,5,80,10,5,100,Málo mì zajímá,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,Vùbec mì nezajímá,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Vùbec mì nezajímá,Èásteènì /nìkdy mì zajímá,Vùbec mì nezajímá,"-9,00",,,Ménì èasto,Dennì /témìø dennì,3-4x tıdnì,Ménì èasto,Obešel /obešla bych se beze všech,sys_filtered_off,"-9,00",,,MF Dnes,nejšírší pøehled,Obsah (zamìøení i rozsah),,,idnes.cz,nejširší pøehled,Rozsah,,,Ne,sys_empty,Internetové zpravodajství ètu na stolním poèítaèi,Internetové zpravodajství ètu na notebooku,Internetové zpravodajství ètu na tabletu,Internetové zpravodajství ètu na mobilu,kdy se mi dostanou do ruky,Kdy je dostanu/nìkdo je koupí,,,,dennì,Navštìvuji dennì,,
Mu,32,Velkomìsto nad 100 000 obyvatel,Maturita,1,9,9,Ano,0,70,20,10,100,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Vùbec mì nezajímá,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Velmi mnì zajímá,Vùbec mì nezajímá,"-9,00",,,Ménì èasto,Dennì /témìø dennì,1-2x tıdnì,Ménì èasto,"Internetové zpravodajské deníky, servery",Na televizi nezbyva moc casu. Internet vyuzivam denne k praci.,Trávím èas na internetu,,,Mlada Fronta,Nejsou to bulvarni noviny,Obsah (zamìøení i rozsah),,,idnes.cz,Jsou zde seriozni informace,"Kvalita, objektivnost",,,"Ano, vypište prosím maximáílní pøípustnou èástku za mìsíc:",20,Internetové zpravodajství ètu na notebooku,Internetové zpravodajství ètu na stolním poèítaèi,Internetové zpravodajství ètu na mobilu,Internetové zpravodajství ètu na tabletu,Pri ceste vlakem,Kdy cestuji,,,,Internet denne vyuzivam v praci,Navštìvuji dennì,,
ena,21,Velkomìsto nad 100 000 obyvatel,Maturita,11,88,88,Ano,30,50,20,0,100,Velmi mnì zajímá,Málo mì zajímá,Velmi mnì zajímá,Velmi mnì zajímá,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Vùbec mì nezajímá,"-9,00",,,Dennì /témìø dennì,Dennì /témìø dennì,3-4x tıdnì,Ménì èasto,"Internetové zpravodajské deníky, servery",Internetové zpravodajství vyuívám nejèastìji - je aktuální a levné.,"Aktuálnost, rychlost",Je to levné,,MF DNES,Vyhovují mi.,"Ze zvyku, líbí se mi",,,iDnes.cz,"Není to jedinı server, kterı pouívám, ale vyhovuje mi..","Vyhovuje, mám rád/a",,,"Ano, vypište prosím maximáílní pøípustnou èástku za mìsíc:",nevím,Internetové zpravodajství ètu na notebooku,Internetové zpravodajství ètu na stolním poèítaèi,0,0,"O víkendu, kdy noviny kupujeme. Bìhem tıdne - ve školní knihovnì nebo na praxi v redakci.","Èasto, pravidelnì",,,,"Ètu dennì, protoe chci sledovat dìní. Také protoe jsou zadarmo, aktuální.",Navštìvuji dennì,"Je aktuální, kdykoli dostupné",Jsou zdarma
ena,30,Velkomìsto nad 100 000 obyvatel,Maturita,1,88,88,Ano,20,20,50,10,100,Velmi mnì zajímá,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Vùbec mì nezajímá,Velmi mnì zajímá,Vùbec mì nezajímá,Pøekódovat do 1-8 pøíp. ádné,,,Dennì /témìø dennì,Dennì /témìø dennì,Dennì /témìø dennì,3-4x tıdnì,Noviny - denní tisk,Ráda si novinami prolistuji,"Mám rád/a, je to zvyk, vyhovuje forma",,,MF Dnes,"struèné, plné zajímavıch informací.",Obsah (zamìøení i rozsah),,,Idnes.cz,Vìtšinou podává jasné informace,Pøehledné,,,Ne,sys_empty,Internetové zpravodajství ètu na tabletu,Internetové zpravodajství ètu na stolním poèítaèi,Internetové zpravodajství ètu na mobilu,0,"doma v klidu, pøi cestì do práce","Kdy odpoèívám/mám pauzu, kdy chci",Kdy cestuji,,,"V práci, kdy je pauza",Kdy se nudím/relaxuji,,
Mu,35,Mìsto s 20000 - 99999 obyvateli,Maturita,9,5,7,Ano,10,30,30,30,100,Velmi mnì zajímá,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Regiony,,,Ménì èasto,Dennì /témìø dennì,Dennì /témìø dennì,Dennì /témìø dennì,Televizní zpravodajství,vdy v obraze,"Mám rád/a, je to zvyk, vyhovuje forma",,,MF dnes,serioznost,"Pravdivé, kvalitní",,,ihned,více ekonomiky,Rozsah,,,Ne,sys_empty,Internetové zpravodajství ètu na mobilu,Internetové zpravodajství ètu na notebooku,Internetové zpravodajství ètu na stolním poèítaèi,0,dopravní prostøedek,Kdy cestuji,,,,na PC doma,Kdy jsem doma/v práci,,
ena,28,Vesnice do 999 obyvatel,Maturita,2,88,99,Ano,5,70,15,10,100,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,Velmi mnì zajímá,Vùbec mì nezajímá,Èásteènì /nìkdy mì zajímá,Vùbec mì nezajímá,Málo mì zajímá,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Neuvedl,,,Ménì èasto,Dennì /témìø dennì,Dennì /témìø dennì,Dennì /témìø dennì,"Internetové zpravodajské deníky, servery",online rychle co chci,Dostupnost,"Aktuálnost, rychlost",Širokı rozsah informací,hn,"nebulvárnost autorù, snaha o serioznost","Pravdivé, kvalitní",,,"ihned, respekt",ditto,Neuvedl,,,Ne,sys_empty,Internetové zpravodajství ètu na mobilu,Internetové zpravodajství ètu na notebooku,Internetové zpravodajství ètu na stolním poèítaèi,0,cesty,Kdy cestuji,,,,online,"Je aktuální, kdykoli dostupné",,
Mu,59,Mìsto s 20000 - 99999 obyvateli,Maturita,6,4,7,Ano,0,20,70,10,100,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Velmi mnì zajímá,Málo mì zajímá,Málo mì zajímá,Vùbec mì nezajímá,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,"Cestování, cizí zemì",,,Ménì èasto,Dennì /témìø dennì,Dennì /témìø dennì,3-4x tıdnì,Televizní zpravodajství,veèerní pohoda u zpráv,"Mám rád/a, je to zvyk, vyhovuje forma",,,MF dnes,kupuje je manelka,Jiné,,,ivysílání,aktuality celı den,"Rychlost, aktuálnost",,,Ne,sys_empty,Internetové zpravodajství ètu na stolním poèítaèi,0,0,0,náhodnì,Jiné,,,,aktuality celı den,"Je aktuální, kdykoli dostupné",,
Mu,31,Mìsto s 5000 - 19999 obyvateli,Maturita,6,6,5,Ano,0,85,15,0,100,Èásteènì /nìkdy mì zajímá,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Vùbec mì nezajímá,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,Vùbec mì nezajímá,"-9,00",,,Vùbec,Dennì /témìø dennì,3-4x tıdnì,Vùbec,"Internetové zpravodajské deníky, servery","Potøebuji mít všeobecnı pøehled, a dokái si na internetu najít více na sobì nezávislıch zdrojù.",Pøehled událostí,Vybírám si informace/zdroje,,sys_filtered_off,sys_filtered_off,-9,,,Je jich více.,kvalitní zpravodajství,"Kvalita, objektivnost",,,"Ano, vypište prosím maximáílní pøípustnou èástku za mìsíc:",100,Internetové zpravodajství ètu na tabletu,Internetové zpravodajství ètu na notebooku,Internetové zpravodajství ètu na stolním poèítaèi,Internetové zpravodajství ètu na mobilu,sys_filtered_off,-9,,,,Zajím se kadı den o nové události.,Kdy mì nìco zajímá,,
ena,48,Mìsto s 5000 - 19999 obyvateli,Vyuèen,9,1,4,Ano,20,25,50,5,100,Málo mì zajímá,Málo mì zajímá,Málo mì zajímá,Málo mì zajímá,Málo mì zajímá,Málo mì zajímá,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,Vùbec mì nezajímá,"-9,00",,,Ménì èasto,Dennì /témìø dennì,Dennì /témìø dennì,Ménì èasto,Nevím /je to jedno,sys_filtered_off,"-9,00",,,Zemské,zdomacnely,"Ze zvyku, líbí se mi",,,je mi to jedno,jde o druh zpravy,Jiné,,,Ne,sys_empty,Internetové zpravodajství ètu na stolním poèítaèi,0,0,0,o víkendu,"Èasto, pravidelnì",,,,se mi nabídnou,Kdy jsem na internetu,,
Mu,27,Mìsto s 5000 - 19999 obyvateli,Maturita,3,3,8,Ano,0,80,10,10,100,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Málo mì zajímá,Vùbec mì nezajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Velmi mnì zajímá,Vùbec mì nezajímá,"-9,00",,,Ménì èasto,Dennì /témìø dennì,Dennì /témìø dennì,Dennì /témìø dennì,"Internetové zpravodajské deníky, servery",snadná dostupnost,Dostupnost,,,novinky.cz,nejsou,DIVNÉ ODPOVÌDI,,,jkljl,jlhjlhj,Neuvedl,,,Ne,sys_empty,Internetové zpravodajství ètu na stolním poèítaèi,Internetové zpravodajství ètu na notebooku,0,0,hkhkhg,Neuvedl,,,,hkhkhg,Neuvedl,,
Mu,47,Velkomìsto nad 100 000 obyvatel,VŠ,1,88,88,Ano,0,70,30,0,100,Velmi mnì zajímá,Velmi mnì zajímá,Málo mì zajímá,Velmi mnì zajímá,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Vùbec mì nezajímá,Èásteènì /nìkdy mì zajímá,Velmi mnì zajímá,Vìda,,,Ménì èasto,Dennì /témìø dennì,Dennì /témìø dennì,Vùbec,"Internetové zpravodajské deníky, servery",Lze tam najít pravdu a utvoøit si správnı obraz dìní.,"Pravdivé, kvalitní, ovìøitelné",,,ádné,nejsou,DIVNÉ ODPOVÌDI,,,Kosa zostra,øíká pravdu,"Kvalita, objektivnost",,,Ne,sys_empty,Internetové zpravodajství ètu na notebooku,0,0,0,kdy se mi náhodou dostanou do ruky,Kdy je dostanu/nìkdo je koupí,,,,"u èlánkù jsou diskuze, kde si lze vytøíbit názor",Jiné,,
Mu,33,Mìsto s 20000 - 99999 obyvateli,Maturita,13,88,88,Ano,0,60,20,20,100,Velmi mnì zajímá,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Velmi mnì zajímá,Vùbec mì nezajímá,Vùbec mì nezajímá,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,"Cestování, cizí zemì",Jiná,,Vùbec,Dennì /témìø dennì,Dennì /témìø dennì,Dennì /témìø dennì,Obešel /obešla bych se beze všech,sys_filtered_off,"-9,00",,,sys_filtered_off,sys_filtered_off,-9,,,lidovky.cz,proto,Neuvedl,,,"Ano, vypište prosím maximáílní pøípustnou èástku za mìsíc:",39,Internetové zpravodajství ètu na mobilu,0,0,0,sys_filtered_off,-9,,,,abych byl v obraze,"Kvùli rozsahu, objektivitì",,
